            0.000000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.005000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.010000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.015000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.020000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.025000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.030000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.035000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.040000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.045000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.050000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.055000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.060000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.065000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.070000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.075000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.080000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.085000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.090000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523810e+00    2.7976190476e+01
            0.095000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523809e+00    2.7976190476e+01
            0.100000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523809e+00    2.7976190476e+01
            0.105000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523809e+00    2.7976190476e+01
            0.110000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523809e+00    2.7976190476e+01
            0.115000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523809e+00    2.7976190476e+01
            0.120000    3.8571428571e+00    2.2222222222e+00    0.0000000000e+00    7.3809523808e+00    2.7976190476e+01
            0.125000    3.8571428571e+00    2.2222222223e+00    0.0000000000e+00    7.3809523807e+00    2.7976190476e+01
            0.130000    3.8571428570e+00    2.2222222223e+00    0.0000000000e+00    7.3809523805e+00    2.7976190475e+01
            0.135000    3.8571428569e+00    2.2222222223e+00    0.0000000000e+00    7.3809523802e+00    2.7976190475e+01
            0.140000    3.8571428566e+00    2.2222222224e+00    0.0000000000e+00    7.3809523795e+00    2.7976190473e+01
            0.145000    3.8571428562e+00    2.2222222226e+00    0.0000000000e+00    7.3809523784e+00    2.7976190471e+01
            0.150000    3.8571428554e+00    2.2222222230e+00    0.0000000000e+00    7.3809523763e+00    2.7976190467e+01
            0.155000    3.8571428540e+00    2.2222222235e+00    0.0000000000e+00    7.3809523726e+00    2.7976190459e+01
            0.160000    3.8571428516e+00    2.2222222246e+00    0.0000000000e+00    7.3809523661e+00    2.7976190445e+01
