            0.000000    2.6666666667e+00    1.2500000000e+00    0.0000000000e+00    3.2142857143e+00    1.0119047619e+01
            0.005000    2.6666666667e+00    1.2500000000e+00    0.0000000000e+00    3.2142857143e+00    1.0119047619e+01
            0.010000    2.6663682318e+00    1.2501453803e+00    0.0000000000e+00    3.2137821321e+00    1.0118040086e+01
            0.015000    2.6658704202e+00    1.2503879161e+00    0.0000000000e+00    3.2129421653e+00    1.0116359547e+01
            0.020000    2.6654492716e+00    1.2505931313e+00    0.0000000000e+00    3.2122315977e+00    1.0114937908e+01
            0.025000    2.6652191531e+00    1.2507052741e+00    0.0000000000e+00    3.2118433554e+00    1.0114161152e+01
            0.030000    2.6651148793e+00    1.2507560921e+00    0.0000000000e+00    3.2116674349e+00    1.0113809189e+01
            0.035000    2.6650840261e+00    1.2507711286e+00    0.0000000000e+00    3.2116153835e+00    1.0113705050e+01
            0.040000    2.6650882748e+00    1.2507690576e+00    0.0000000000e+00    3.2116225526e+00    1.0113719392e+01
            0.045000    2.6651285540e+00    1.2507494263e+00    0.0000000000e+00    3.2116905094e+00    1.0113855352e+01
            0.050000    2.6652307799e+00    1.2506996049e+00    0.0000000000e+00    3.2118629798e+00    1.0114200409e+01
            0.055000    2.6654085531e+00    1.2506129683e+00    0.0000000000e+00    3.2121629152e+00    1.0114800484e+01
            0.060000    2.6656533215e+00    1.2504936899e+00    0.0000000000e+00    3.2125758958e+00    1.0115626729e+01
            0.065000    2.6658912599e+00    1.2503777484e+00    0.0000000000e+00    3.2129773665e+00    1.0116429948e+01
            0.070000    2.6660712224e+00    1.2502900627e+00    0.0000000000e+00    3.2132810246e+00    1.0117037476e+01
            0.075000    2.6662070794e+00    1.2502238702e+00    0.0000000000e+00    3.2135102672e+00    1.0117496121e+01
            0.080000    2.6663096808e+00    1.2501738823e+00    0.0000000000e+00    3.2136833983e+00    1.0117842504e+01
            0.085000    2.6663873632e+00    1.2501360360e+00    0.0000000000e+00    3.2138144829e+00    1.0118104765e+01
