            0.000000    2.6666666667e+00    1.2500000000e+00    0.0000000000e+00    3.2142857143e+00    1.0119047619e+01
            0.010000    2.6666666667e+00    1.2500000000e+00    0.0000000000e+00    3.2142857143e+00    1.0119047619e+01
            0.020000    2.6658104632e+00    1.2504171044e+00   6.0154984481e-204    3.2128410743e+00    1.0116157244e+01
            0.030000    2.6645076530e+00    1.2510519908e+00  -8.8338436497e-203    3.2106432208e+00    1.0111759927e+01
            0.040000    2.6635363412e+00    1.2515255036e+00  -9.7474250556e-200    3.2090048573e+00    1.0108482052e+01
            0.050000    2.6630699035e+00    1.2517529440e+00  -2.9613584469e-197    3.2082181670e+00    1.0106908137e+01
            0.060000    2.6629080048e+00    1.2518318947e+00  -8.2573216926e-195    3.2079451244e+00    1.0106361867e+01
            0.070000    2.6628904239e+00    1.2518404656e+00  -2.2805722489e-192    3.2079154832e+00    1.0106302559e+01
            0.080000    2.6629832426e+00    1.2517951949e+00  -6.2826809759e-190    3.2080720403e+00    1.0106615768e+01
            0.090000    2.6632616011e+00    1.2516594439e+00  -1.7180928444e-187    3.2085415418e+00    1.0107555064e+01
            0.100000    2.6637734590e+00    1.2514098513e+00  -4.6359720707e-185    3.2094049247e+00    1.0109282380e+01
            0.110000    2.6644355283e+00    1.2510870715e+00  -1.2371814317e-182    3.2105217710e+00    1.0111516798e+01
            0.120000    2.6650221930e+00    1.2508011089e+00  -3.2716318455e-180    3.2115115059e+00    1.0113496924e+01
            0.130000    2.6654441049e+00    1.2505954840e+00  -8.9084766913e-178    3.2122233486e+00    1.0114921088e+01
            0.140000    2.6657470658e+00    1.2504478472e+00  -2.4142188797e-175    3.2127345289e+00    1.0115943794e+01
            0.150000    2.6659653472e+00    1.2503414832e+00  -4.2566401046e-173    3.2131028483e+00    1.0116680682e+01
            0.160000    2.6661238409e+00    1.2502642560e+00   5.6882116196e-172    3.2133702948e+00    1.0117215755e+01
            0.170000    2.6662402609e+00    1.2502075307e+00   1.0996457887e-168    3.2135667526e+00    1.0117608801e+01
            0.180000    2.6663270364e+00    1.2501652499e+00   4.8532559486e-166    3.2137131909e+00    1.0117901774e+01
            0.190000    2.6663928045e+00    1.2501332045e+00   1.9539395055e-163    3.2138241825e+00    1.0118123828e+01
            0.200000    2.6664435331e+00    1.2501084867e+00   7.8918568504e-161    3.2139097965e+00    1.0118295109e+01
            0.210000    2.6664833388e+00    1.2500890907e+00   3.5551842095e-158    3.2139769787e+00    1.0118429514e+01
            0.220000    2.6665150688e+00    1.2500736292e+00   1.9608429239e-155    3.2140305333e+00    1.0118536655e+01
            0.230000    2.6665407080e+00    1.2500611353e+00   1.2859513303e-152    3.2140738093e+00    1.0118623231e+01
