            0.000000    2.6666666667e+00    1.2500000000e+00    0.0000000000e+00    3.2142857143e+00    1.0119047619e+01
            0.005000    2.6666666667e+00    1.2500000000e+00    0.0000000000e+00    3.2142857143e+00    1.0119047619e+01
            0.010000    2.6663693521e+00    1.2501448345e+00    0.0000000000e+00    3.2137840228e+00    1.0118043869e+01
            0.015000    2.6658713394e+00    1.2503874681e+00    0.0000000000e+00    3.2129437167e+00    1.0116362651e+01
            0.020000    2.6654479776e+00    1.2505937617e+00    0.0000000000e+00    3.2122294151e+00    1.0114933541e+01
            0.025000    2.6652158562e+00    1.2507068805e+00    0.0000000000e+00    3.2118377939e+00    1.0114150025e+01
            0.030000    2.6651101283e+00    1.2507584073e+00    0.0000000000e+00    3.2116594202e+00    1.0113793153e+01
            0.035000    2.6650785249e+00    1.2507738095e+00    0.0000000000e+00    3.2116061031e+00    1.0113686482e+01
            0.040000    2.6650819538e+00    1.2507721380e+00    0.0000000000e+00    3.2116118892e+00    1.0113698058e+01
            0.045000    2.6651205637e+00    1.2507533202e+00    0.0000000000e+00    3.2116770297e+00    1.0113828382e+01
            0.050000    2.6652204819e+00    1.2507046234e+00    0.0000000000e+00    3.2118456063e+00    1.0114165650e+01
            0.055000    2.6653957290e+00    1.2506192175e+00    0.0000000000e+00    3.2121412794e+00    1.0114757197e+01
            0.060000    2.6656406438e+00    1.2504998672e+00    0.0000000000e+00    3.2125545063e+00    1.0115583935e+01
            0.065000    2.6658813853e+00    1.2503825595e+00    0.0000000000e+00    3.2129607059e+00    1.0116396615e+01
            0.070000    2.6660636639e+00    1.2502937450e+00    0.0000000000e+00    3.2132682718e+00    1.0117011960e+01
            0.075000    2.6662013625e+00    1.2502266551e+00    0.0000000000e+00    3.2135006217e+00    1.0117476822e+01
            0.080000    2.6663053840e+00    1.2501759752e+00    0.0000000000e+00    3.2136761490e+00    1.0117828000e+01
            0.085000    2.6663841346e+00    1.2501376085e+00    0.0000000000e+00    3.2138090359e+00    1.0118093866e+01
